date,fg_score,fg_rating
2023-12-01,64,greed
2023-12-04,63,greed
2023-12-05,65,greed
2023-12-06,63,greed
2023-12-07,66,greed
2023-12-08,65,greed
2023-12-11,67,greed
2023-12-12,67,greed
2023-12-13,67,greed
2023-12-14,70,greed
2023-12-15,80,extreme greed
2023-12-18,77,extreme greed
2023-12-19,77,extreme greed
2023-12-20,71,greed
2023-12-21,76,extreme greed
2023-12-22,78,extreme greed
2023-12-26,80,extreme greed
2023-12-27,76,extreme greed
2023-12-28,78,extreme greed
2023-12-29,76,extreme greed
